PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

1010 EAST 178TH STREET

## TOTAL UNITS: 220

**Borough:** BRONX

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2029350005 | 5 | M | 1392 FRANKLIN AVENUE | 10456 | 3 | 15 | 32 | 79 | 17 | 2009766 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2029350003 | 6 | M | 1390 FRANKLIN AVENUE | 10456 | 3 | 15 | 32 | 79 | 17 | 2009765 |

FRANKLIN AVENUE III CONVENTIONAL

| Borough:BRONX                      TOTAL UNITS:15             TDS # 524               TRANSFERRED DATE:    11/30/2018 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2029350030 | 7 | M | 631 JEFFERSON PLACE | 10456 | 3 | 15 | 32 | 79 | 17 | 2009780 |

## GRAMPION

| Borough:MANHATTAN                TOTAL UNITS:35             TDS # 281               TRANSFERRED DATE:    11/30/2020 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 1019250015 | 1 | M | 182 SAINT NICHOLAS AVENUE | 10026 | 10 | 13 | 30 | 70 | 09 | 1058446 |

HARLEM RIVER

## <strong>Borough:</strong> MANHATTAN

| Borough: MANHATTAN BBL |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 1020370011 | BLDG# 1 | M M | ADDRESS 229 WEST 152ND STREET | ZIP CODE 10039 | CD # 10 | FC # 13 | SS # 30 | SA # 71 | CC # 09 | BIN# 1084157 |
| 1020370011 | 1 | M | 225 WEST 152ND STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084157 |
| 1020370011 | 1 | M | 221 WEST 152ND STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084157 |
| 1020370011 | 1 | M | 210T WEST 153RD STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084157 |
| 1020370011 | 1 | M | 210S WEST 153RD STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084157 |
| 1020370011 | 1 | M | 210R WEST 153RD STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084157 |
| 1020370011 | 1 | M | 210Q WEST 153RD STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084157 |
| 1020370011 | 1 | M | 70 MACOMBS PLACE | 10039 | 10 | 13 | 30 | 71 | 09 | 1084157 |
| 1020370011 | 2 | M | 210P WEST 153RD STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1086095 |
| 1020370011 | 2 | M | 210N WEST 153RD STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1086095 |
| 1020370011 | 2 | M | 210M WEST 153RD STREET | 10039 | 10 | 13 | 30 | 71 | 09 |  |
| 1020370011 | 2 | M | 210L WEST 153RD STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1086095 |
| 1020370011 | 2 |  | 2650 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1086095 |
| 1020370011 | 2 | M | 210K WEST 153RD STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1086095 |
| 1020370011 | 3 | M | 211J WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1086095 |
| 1020370011 | 3 | M | 211H WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084155 |
| 1020370011 | 3 |  | 2628 A C POWELL BOULEVARD |  | 10 | 13 | 30 | 71 | 09 | 1084155 |
| 1020370011 | 3 |  | 2632 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 |  | 1084155 |
| 1020370011 | 3 | M | 211G WEST 151ST STREET | 10039 | 10 |  |  |  | 09 | 1084155 |
| 1020370011 | 3 |  | 2630 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1084155 |
| 1020370011 | 3 |  | 2624 A C POWELL BOULEVARD | 10039 |  | 13 | 30 | 71 | 09 | 1084155 |
| 1020370011 | 3 |  | 2620 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1084155 |
| 1020370011 | 3 |  | 2622 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1084155 |
|  | 3 |  | 2626 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1084155 |
| 1020370011 |  | M | 211F WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084155 |
| 1020370011 | 3 |  | 207 WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084155 |
| 1020370011 1020370011 | 3 3 | M | 211E WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084155 |
| 1020370011 | 4 | M | 211D WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084155 |
| 1020370011 | 4 | M | 211C WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084154 |
| 1020370011 | 4 | M | 211B WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084154 |
| 1020370011 | 4 | M | 211A WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084154 |
| 1020370011 | 4 | M | 220 WEST 152ND STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084154 |
| 1020370011 | 4 |  | 224 WEST 152ND STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084154 |
| 1020370011 | 4 | M | 226 WEST 152ND STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084154 |
|  |  |  |  | 10039 | 10 | 13 | 30 | 71 | 09 | 1084154 |
| 1020370011 1020370011 | 5 |  | 231 WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084153 |
|  | 5 | M | 234 WEST 152ND STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084153 |
| 1020370011 | 5 |  | 54 MACOMBS PLACE | 10039 | 10 | 13 | 30 | 71 | 09 | 1084153 |

---

## PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

| 1020370011 | 5 |  | 52 MACOMBS PLACE 54 1/2 MACOMBS PLACE | 10039 10039 | 10 10 | 13 13 | 30 30 | 71 71 | 09 09 | 1084153 1084153 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 1020370011 | 5 |  | 56 1/2 MACOMBS PLACE | 10039 | 10 | 13 | 30 | 71 | 09 | 1084153 |
| 1020370011 | 5 |  | 58 1/2 MACOMBS PLACE | 10039 | 10 | 13 | 30 | 71 | 09 | 1084153 |
| 1020370011 | 5 |  | 56 MACOMBS PLACE | 10039 | 10 | 13 | 30 | 71 | 09 | 1084153 |
| 1020370011 | 5 |  | 58 MACOMBS PLACE | 10039 | 10 | 13 | 30 | 71 | 09 | 1084153 |
| 1020370011 | 5 | M | 50 MACOMBS PLACE | 10039 | 10 | 13 | 30 | 71 | 09 | 1084153 |
| 1020370011 | 5 | M | 48 MACOMBS PLACE | 10039 | 10 | 13 | 30 | 71 | 09 | 1084153 |
| 1020370011 | 5 | M | 46 MACOMBS PLACE | 10039 | 10 | 13 | 30 | 71 | 09 | 1084153 |
| 1020370011 | 5 | M | 44 MACOMBS PLACE | 10039 | 10 | 13 | 30 | 71 | 09 | 1084153 |
| 1020370011 | 5 |  | 40 1/2 MACOMBS PLACE | 10039 | 10 | 13 | 30 | 71 | 09 | 1084153 |
| 1020370011 | 5 |  | 42 MACOMBS PLACE |  | 10 |  |  |  | 09 |  |
| 1020370011 | 5 |  | 42 1/2 MACOMBS PLACE | 10039 | 10 | 13 | 30 | 71 |  | 1084153 |
| 1020160060 | 6 | M | 2653 A C POWELL BOULEVARD | 10039 | 10 | 13 13 | 30 | 71 71 | 09 09 | 1084153 |
| 1020160060 | 6 | M | 2651 A C POWELL BOULEVARD | 10039 | 10 |  | 30 |  |  | 1084139 |
| 1020160060 | 6 | M | 2645 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1084139 |
| 1020160060 | 6 | M | 2641 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1084139 |
| 1020160060 | 6 | M | 187 WEST 152ND STREET | 10039 |  | 13 | 30 | 71 | 09 | 1084139 |
| 1020160060 | 6 | M | 183 WEST 152ND STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084139 |
| 1020160060 | 6 | M | 180 WEST 152ND STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084139 |
| 1020160060 | 6 | M | 182 WEST 152ND STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084139 |
| 1020160060 | 6 | M | 186 WEST 152ND STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1084139 |
| 1020160060 | 7 | M | 2637 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1084139 |
| 1020160060 |  | M | 190 WEST 152ND STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1060197 |
|  | 7 |  | 191W WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1060197 |
| 1020160060 | 7 | M | 2633 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1060197 |
| 1020160060 | 7 |  |  | 10039 | 10 | 13 | 30 | 71 | 09 | 1060197 |
| 1020160060 | 7 |  | 2627 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1060197 |
| 1020160060 | 7 | M | 191V WEST 151ST STREET 2621 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1060197 |
| 1020160060 | 7 |  |  | 10039 | 10 | 13 | 30 | 71 | 09 | 1060197 |
| 1020160060 | 7 7 | M M | 191U WEST 151ST STREET 181 WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1060197 |
| 1020160060 1020160060 | 7 | M | 177 WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1060197 |
| 1020160060 | 7 |  |  | 10039 | 10 | 13 | 30 | 71 | 09 | 1060197 |
|  |  | M | 173 WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1060197 |

## TOTAL UNITS: 116

HARLEM RIVER II

**Borough:** MANHATTAN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 1020370005 | 8 |  | 293 WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1060605 |
| 1020370001 | 8 | M | 2850 FREDERICK DOUGLASS BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1060604 |
| 1020370001 | 8 |  | 295 WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1060604 |
| 1020370005 | 8 |  | 291 WEST 151ST STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1060605 |

## HARRISON AVENUE REHAB (GROUP A)

| Borough:BRONX                      TOTAL UNITS:34             TDS # 347               TRANSFERRED DATE:     6/24/2025 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2028690116 | 1 | M | 1930 HARRISON AVENUE | 10453 | 5 | 13 | 33 | 86 | 14 | 2008606 |

## HARRISON AVENUE REHAB (GROUP B)

| Borough:BRONX                      TOTAL UNITS:150            TDS # 547               TRANSFERRED DATE:     6/24/2025 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2028690077 | 1 | M | 1886 HARRISON AVENUE | 10453 | 5 | 13 | 33 | 86 | 14 | 2008603 |
| 2028690110 | 2 | M | 1920 HARRISON AVENUE | 10453 | 5 | 13 | 33 | 86 | 14 | 2008605 |
| 2028680144 | 3 | M | 1925 HARRISON AVENUE | 10453 | 5 | 13 | 31 | 86 | 14 | 2008557 |

---

| 2028690122 | 4 | M | 1934 HARRISON AVENUE | 10453 | 5 | 13 | 33 | 86 | 14 | 2008607 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |

## TRANSFERRED DATE:

## HIGHBRIDGE REHABS (ANDERSON AVENUE)

## TOTAL UNITS: 135

| : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2025090018 | 1 | M | 1085 ANDERSON AVENUE | 10452 | 4 | 15 | 29 | 77 | 16 | 2003149 |
| 2025140020 | 2 | M | 130 WEST 166TH STREET | 10452 | 4 | 15 | 29 | 77 | 16 | 2003258 |
| 2025140015 | 3 | M | 134 WEST 166TH STREET | 10452 | 4 | 15 | 29 | 77 | 16 | 2003257 |
| 2025140077 | 4 | M | 125 WEST 166TH STREET | 10452 | 4 | 15 | 29 | 77 | 16 | 2003279 |

## TRANSFERRED DATE:

## HIGHBRIDGE REHABS (NELSON AVENUE)

## TOTAL UNITS: 80

**Borough:** BRONX

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2025140073 |  |  | 1125 NELSON AVENUE | 10452 | 4 | 15 | 29 | 77 | 16 | 2000000 |
| 2025140072 |  |  | 1127 NELSON AVENUE | 10452 | 4 | 15 | 29 | 77 | 16 | 2000000 |
| 2025140070 |  |  | 1135 NELSON AVENUE | 10452 | 4 | 15 | 29 | 77 | 16 | 2000000 |
| 2025150006 | 1 | M | 1184 NELSON AVENUE | 10452 | 4 | 15 | 29 | 77 | 16 | 2003283 |
| 2025150006 | 1 |  | 1182 NELSON AVENUE | 10452 | 4 | 15 | 29 | 77 | 16 | 2003283 |
| 2025130050 | 2 | M | 1144 NELSON AVENUE | 10452 | 4 | 15 | 29 | 77 | 16 | 2003251 |
| 2025140067 | 3 | M | 1139 NELSON AVENUE | 10452 | 4 | 15 | 29 | 77 | 16 | 2003274 |

## TOTAL UNITS: 330

## TRANSFERRED DATE:

## HOPE GARDENS

**Borough:** BROOKLYN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3033150001 | 1 | M | 120 MENAHAN STREET | 11221 | 4 | 07 | 18 | 53 | 37 | 3075906 |
| 3033150001 | 1 |  | 331 CENTRAL AVENUE | 11221 | 4 | 07 | 18 | 53 | 37 | 3075906 |
| 3033150001 | 2 | M | 140 MENAHAN STREET | 11221 | 4 | 07 | 18 | 53 | 37 | 3394310 |
| 3033150001 | 3 |  | 314 WILSON AVENUE | 11237 | 4 | 07 | 18 | 53 | 37 | 3342263 |
| 3033150001 | 3 | M | 160 MENAHAN STREET | 11221 | 4 | 07 | 18 | 53 | 37 | 3342263 |
| 3033240019 | 4 |  | 195 LINDEN STREET | 11221 | 4 | 07 | 18 | 53 | 37 | 3076116 |
| 3033240019 | 4 | M | 330 WILSON AVENUE | 11221 | 4 | 07 | 18 | 53 | 37 | 3076116 |
| 3033240019 | 5 |  | ADDRESS IS NOT AVAILABLE | 11237 | 4 |  |  |  |  |  |

## TOTAL UNITS: 150

## TRANSFERRED DATE:

HOWARD AVENUE

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3035110013 |  |  | 43 TAPSCOTT STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3000000 |
| 3035120051 | 1 | M | 32 GRAFTON STREET | 11212 | 16 | 08 | 25 | 55 | 41 | 3080900 |
| 3035120051 | 1 | M | 36 GRAFTON STREET | 11212 | 16 | 08 | 25 | 55 | 41 | 3080900 |
| 3035120051 | 1 | M | 40 GRAFTON STREET | 11212 | 16 | 08 | 25 | 55 | 41 | 3080900 |
| 3035120051 | 1 | M | 44 GRAFTON STREET | 11212 | 16 | 08 | 25 | 55 | 41 | 3080900 |
| 3035120051 | 1 | M | 48 GRAFTON STREET | 11212 | 16 | 08 | 25 | 55 | 41 | 3080900 |
| 3035120021 | 2 | M | 583 HOWARD AVENUE | 11212 | 16 | 08 | 25 | 55 | 41 | 3326464 |
| 3035120021 | 2 |  | 575 HOWARD AVENUE | 11212 | 16 | 08 | 25 | 55 | 41 | 3326464 |
| 3035120021 | 2 |  | 579 HOWARD AVENUE | 11212 | 16 | 08 | 25 | 55 | 41 | 3326464 |
| 3035120021 | 2 |  | 571 HOWARD AVENUE | 11212 | 16 | 08 | 25 | 55 | 41 | 3326464 |
| 3035120021 | 2 | M | 587 HOWARD AVENUE | 11212 | 16 | 08 | 25 | 55 | 41 | 3326464 |
| 3035120021 | 2 | M | 591 HOWARD AVENUE | 11212 | 16 | 08 | 25 | 55 | 41 | 3326464 |
| 3035120021 | 2 | M | 595 HOWARD AVENUE | 11212 | 16 | 08 | 25 | 55 | 41 | 3326464 |
| 3035120021 | 2 | M | 599 HOWARD AVENUE | 11212 | 16 | 08 | 25 | 55 | 41 | 3326464 |
| 3035120021 | 2 | M | 603 HOWARD AVENUE | 11212 | 16 | 08 | 25 | 55 | 41 | 3326464 |
| 3035120021 | 2 | M | 607 HOWARD AVENUE | 11212 | 16 | 08 | 25 | 55 | 41 | 3326464 |

---

PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

| 3035120021 | 2 | M | 611 HOWARD AVENUE | 11212 | 16 | 08 | 25 | 55 | 41 | 3326464 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3035110022 | 3 | M | 574 HOWARD AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3326462 |
| 3035110022 | 3 | M | 578 HOWARD AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3326462 |
| 3035110022 | 3 | M | 582 HOWARD AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3326462 |
| 3035110046 | 4 | M | 602 HOWARD AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3255190 |
| 3035110046 | 4 | M | 606 HOWARD AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3255190 |
| 3035110046 | 4 | M | 610 HOWARD AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3255190 |
| 3035110046 | 4 | M | 614 HOWARD AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3255190 |
| 3035110022 | 5 | M | 1 TAPSCOTT STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3326463 |
| 3035110022 | 5 | M | 5 TAPSCOTT STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3326463 |
| 3035110022 | 5 | M | 9 TAPSCOTT STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3326463 |
| 3035110022 | 5 | M | 13 TAPSCOTT STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3326463 |
| 3035110022 | 5 | M | 17 TAPSCOTT STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3326463 |
| 3035120051 | 6 |  | 48REAR GRAFTON STREET | 11212 |  | 08 | 25 | 55 | 41 | 3406850 |

HOWARD AVENUE-PARK PLACE

| Borough: BROOKLYN |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL 3014710055 | BLDG# | M | ADDRESS 1481 EASTERN PARKWAY | ZIP CODE 11233 | CD # 16 | FC # 09 | SS # 25 | SA # 55 | CC # 41 | BIN# 3039465 |
| 3014710053 |  |  | 1483 EASTERN PARKWAY | 11233 | 16 | 09 | 25 | 55 | 41 | 3039464 |
| 3014710053 |  |  | 1485 EASTERN PARKWAY | 11233 | 16 | 09 | 25 | 55 | 41 | 3039464 |
| 3014700051 |  |  | 1695 SAINT JOHNS PLACE | 11233 | 16 | 09 | 25 | 55 | 41 |  |
| 3014700050 |  |  | 1697 SAINT JOHNS PLACE | 11233 | 16 | 09 | 25 | 55 | 41 |  |
| 3014700049 |  |  | 1701 SAINT JOHNS PLACE | 11233 | 16 | 09 | 25 | 55 | 41 |  |
| 3014700048 |  |  | 1703 SAINT JOHNS PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3000000 |
| 3014700024 |  |  | 1738 STERLING PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3000000 |
| 3014700025 |  |  | 1740 STERLING PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3039431 |
| 3014710061 |  |  | 1747 SAINT JOHNS PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3000000 |
| 3014710059 |  |  | 1749 SAINT JOHNS PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3348347 |
| 3014710059 |  |  | 1751 SAINT JOHNS PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3348347 |
| 3014710059 |  |  | 1753 SAINT JOHNS PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3348347 |
| 3014710057 |  |  | 1755 SAINT JOHNS PLACE | 11233 | 16 | 09 | 25 | 55 | 41 |  |
| 3014710057 |  |  | 1757 SAINT JOHNS PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3348348 |
| 3014700033 |  |  | 1758 STERLING PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3348348 |
| 3014660042 |  |  | 486 HOWARD AVENUE | 11233 | 16 | 09 | 25 | 55 | 41 |  |
| 3014660043 |  |  | 488 HOWARD AVENUE | 11233 | 16 | 09 | 25 | 55 | 41 | 3000000 |
| 3014660044 |  |  | 490 HOWARD AVENUE |  | 16 | 09 |  | 55 |  | 3000000 |
| 3014660045 |  |  | 492 HOWARD AVENUE | 11233 | 16 | 09 | 25 | 55 | 41 | 3332073 |
| 3014700037 |  |  | 500 HOWARD AVENUE | 11233 | 16 |  | 25 | 55 | 41 | 3332074 |
| 3014700038 |  |  | 502 HOWARD AVENUE | 11233 | 16 | 09 | 25 |  | 41 | 3000000 |
| 3014700041 |  |  | 514 HOWARD AVENUE | 11233 |  | 09 | 25 | 55 | 41 | 3000000 |
| 3014700148 |  |  |  | 11233 | 16 | 09 | 25 | 55 | 41 |  |
| 3014660049 | 1 | M | 1761 STERLING PLACE | 0 | 16 |  |  |  |  |  |
| 3014660049 | 1 | M | 1761A STERLING PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3424875 |
| 3014660049 | 1 | M | 1761B STERLING PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3424875 |
| 3014660047 | 1 | M | 1763 STERLING PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3039386 |
| 3014660047 | 1 | M | 1763A STERLING PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3427324 |
| 3014660047 | 1 | M | 1763B STERLING PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3427324 |
| 3014660047 | 1 | M | 1765 STERLING PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3427324 |
| 3014660047 | 1 | M |  | 11233 | 16 | 09 | 25 | 55 | 41 | 3427325 |
| 3014660047 | 1 | M | 1765A STERLING PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3427325 |
| 3014660047 | 1 | M | 1765B STERLING PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3427325 |
| 3014660047 |  | M | 1767 STERLING PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3427326 |
| 3014660047 | 1 |  | 1767A STERLING PLACE | 11233 | 16 | 09 | 25 | 55 | 41 | 3427326 |
| 3014660049 | 1 1 |  | 1767B STERLING PLACE 494 HOWARD AVENUE | 11233 11233 |  | 16 09 16 | 25 09 25 | 55 55 | 41 41 | 3427326 3039386 |

Notes: BBL =BoroughBlockLot M = Residential Mailing Address

---

PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

| 3014660049 | 1 |  | 496 HOWARD AVENUE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3039386 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3014700035 | 2 |  | 1764 STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348335 |
| 3014700033 | 2 | M | 1766 STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348335 |
| 3014700033 | 2 | M | 1766A STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348335 |
| 3014700033 | 2 | M | 1766B STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348335 |
| 3014700035 | 2 | M | 1768 STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348334 |
| 3014700035 | 2 | M | 1768A STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348334 |
| 3014700035 | 2 | M | 1768B STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348334 |
| 3014700036 | 2 | M | 1770 STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348336 |
| 3014700036 | 2 | M | 1770A STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348336 |
| 3014700036 | 2 | M | 1770B STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348336 |
| 3014700037 | 2 | M | 1772 STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348338 |
| 3014700037 | 2 | M | 1772A STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348338 |
| 3014700037 | 2 |  | 1772B STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348338 |
| 3014700038 | 2 | M | 1774 STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348340 |
| 3014700038 | 2 | M | 1774A STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348340 |
| 3014700038 | 2 |  | 1774B STERLING PLACE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3348340 |
| 3014700036 | 2 |  | 498 HOWARD AVENUE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3000000 |
|  |  |  |  |  |  |  |  |  |  |  |  |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3014700073 | 3 | M | 504 HOWARD AVENUE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3393514 |
| 3014700073 | 3 | M | 504A HOWARD AVENUE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3393514 |
|  |  |  |  |  |  |  |  |  |  |  |  |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3014700073 | 3 | M | 504B HOWARD AVENUE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3393514 |
| 3014700039 | 3 | M | 506 HOWARD AVENUE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3346604 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3014700039 | 3 | M | 506A HOWARD AVENUE | 11233 |  | 16 | 09 | 25 | 55 | 41 | 3346604 |
|  |  |  |  |  |  |  |  |  |  |  |  |
